entry_type,title,author,year,journal,booktitle,volume,number,pages,publisher,doi,url,abstract,address,articleno,isbn,issn,issue_date,keywords,location,note,numpages,series
inproceedings,Culture-Based Explainable Human-Agent Deconfliction,"Raymond, Alex and Gunes, Hatice and Prorok, Amanda",2020,,Proceedings of the 19th International Conference on Autonomous Agents and MultiAgent Systems,,,1107?€?1115,International Foundation for Autonomous Agents and Multiagent Systems,,,"Law codes and regulations help organise societies for centuries, and as AI systems gain more autonomy, we question how human-agent systems can operate as peers under the same norms, especially when resources are contended. We posit that agents must be accountable and explainable by referring to which rules justify their decisions. The need for explanations is associated with user acceptance and trust. This paper's contribution is twofold:i) we propose an argumentation-based human-agent architecture to map human regulations into aculture for artificial agents with explainable behaviour. Our architecture leans on the notion of argumentative dialogues and generates explanations from the history of such dialogues; andii) we validate our architecture with a user study in the context of human-agent path deconfliction. Our results show that explanations provide a significantly higher improvement in human performance when systems are more complex. Consequently, we argue that the criteria defining the need of explanations should also consider the complexity of a system. Qualitative findings show that when rules are more complex, explanations significantly reduce the perception of challenge for humans.","Richland, SC",,9.78145E+12,,,"argumentation, explanation, human-agent systems, user studies","Auckland, New Zealand",,9,AAMAS '20
inproceedings,User Perception on Personalized Explanation by Science Museum Docent Robot,"Park, Jeyoung and Kim, Jeeyeon and Kim, Da-Young and Kim, Juhyun and Kim, Min-Gyu and Choi, Jihwan and Lee, WonHyong",2022,,Proceedings of the 2022 ACM/IEEE International Conference on Human-Robot Interaction,,,973?€?975,IEEE Press,,,"As the number of docent robots in museums has increased, robot personalization services have become important. A survey-based experiment was conducted to catch the difference in perceptions of personalized service for exhibition visitors. As a result, it was found that the background knowledge of the visitors listening to the explanation had an effect on the perception of the personalized service. The finding gives us a set of design criteria for personalized museum guide robot services.",,,,,,"background knowledge, docent robots, guidance, hri, personalization services","Sapporo, Hokkaido, Japan",,3,HRI '22
inproceedings,Transparency in HRI: Trust and Decision Making in the Face of Robot Errors,"Nesset, Birthe and Robb, David A. and Lopes, Jos\'{e",2021,,Companion of the 2021 ACM/IEEE International Conference on Human-Robot Interaction,,,313?€?317,Association for Computing Machinery,10.1145/3434074.3447183,https://doi.org/10.1145/3434074.3447183,"Robots are rapidly gaining acceptance in recent times, where the general public, industry and researchers are starting to understand the utility of robots, for example for delivery to homes or in hospitals. However, it is key to understand how to instil the appropriate amount of trust in the user. One aspect of a trustworthy system is its ability to explain actions and be transparent, especially in the face of potentially serious errors. Here, we study the various aspects of transparency of interaction and its effect in a scenario where a robot is performing triage when a suspected Covid-19 patient arrives at a hospital. Our findings consolidate prior work showing a main effect of robot errors on trust, but also showing that this is dependent on the level of transparency. Furthermore, our findings indicate that high interaction transparency leads to participants making better informed decisions on their health based on their interaction. Such findings on transparency could inform interaction design and thus lead to greater adoption of robots in key areas, such as health and well-being.","New York, NY, USA",,9.78145E+12,,,"hospital triage, robot errors, social robotics, transparency, trust","Boulder, CO, USA",,5,HRI '21 Companion
inproceedings,Explaining Agent Preferences and Behavior: Integrating Reward Decomposition and Contrastive Highlights,"Septon, Yael and Amitai, Yotam and Amir, Ofra",2023,,Proceedings of the 2023 International Conference on Autonomous Agents and Multiagent Systems,,,2295?€?2297,International Foundation for Autonomous Agents and Multiagent Systems,,,"Explainable reinforcement learning methods aim to help elucidate agent policies and their underlying decision-making processes. One such method is reward decomposition, which aims to reveal an agent's preferences in a specific world-state by presenting its expected utility decomposed to different components of the reward function. While this approach quantifies the expected decomposed rewards for alternative actions, it does not demonstrate the outcomes of these alternative actions in terms of the behavior of the agent. This work introduces ''Contrastive Highlights'', a novel local explanation method that visually compares the agent's chosen behavior to an alternative choice of action in a contrastive manner. We conducted user studies comparing participants' understanding of agents' preferences based on either reward decomposition, contrastive highlights, or a combination of both approaches. Our results show that integrating reward decomposition with contrastive highlights significantly improved participants' performance compared to using each of the approaches separately.","Richland, SC",,9.78145E+12,,,"deep reinforcement learning, explainable ai, human-ai interaction","London, United Kingdom",,3,AAMAS '23
inproceedings,Explainability in Multi-Agent Path/Motion Planning: User-study-driven Taxonomy and Requirements,"Brandao, Martim and Mansouri, Masoumeh and Mohammed, Areeb and Luff, Paul and Coles, Amanda",2022,,Proceedings of the 21st International Conference on Autonomous Agents and Multiagent Systems,,,172?€?180,International Foundation for Autonomous Agents and Multiagent Systems,,,"Multi-Agent Path Finding (MAPF) and Multi-Robot Motion Planning (MRMP) are complex problems to solve, analyze and build algorithms for. Automatically-generated explanations of algorithm output, by improving human understanding of the underlying problems and algorithms, could thus lead to better user experience, developer knowledge, and MAPF/MRMP algorithm designs. Explanations are contextual, however, and thus developers need a good understanding of the questions that can be asked about algorithm output, the kinds of explanations that exist, and the potential users and uses of explanations in MAPF/MRMP applications. In this paper we provide a first step towards establishing a taxonomy of explanations, and a list of requirements for the development of explainable MAPF/MRMP planners. We use interviews and a questionnaire with expert developers and industry practitioners to identify the kinds of questions, explanations, users, uses, and requirements of explanations that should be considered in the design of such explainable planners. Our insights cover a diverse set of applications: warehouse automation, computer games, and mining.","Richland, SC",,9.78145E+12,,,"explainable AI, explainable planning, multi-agent path finding, multi-robot motion planning","Virtual Event, New Zealand",,9,AAMAS '22
inproceedings,Towards Explaining Sequences of Actions in Multi-Agent Deep Reinforcement Learning Models,"Wai, Khaing Phyo and Geng, Minghong and Subagdja, Budhitama and Pateria, Shubham and Tan, Ah-Hwee",2023,,Proceedings of the 2023 International Conference on Autonomous Agents and Multiagent Systems,,,2325?€?2327,International Foundation for Autonomous Agents and Multiagent Systems,,,"Although Multi-agent Deep Reinforcement Learning (MADRL) has shown promising results in solving complex real-world problems, the applicability and reliability of MADRL models are often limited by a lack of understanding of their inner workings for explaining the decisions made. To address this issue, this paper proposes a novel method for explaining MADRL by generalizing the sequences of action events performed by agents into high-level abstract strategies using a spatio-temporal neural network model. Specifically, an interval-based memory retrieval procedure is developed to generalize the encoded sequences of action events over time into short sequential patterns. In addition, two abstraction algorithms are introduced, one for abstracting action events across multiple agents and the other for further abstracting the episodes over time into short sequential patterns, which can then be translated into symbolic form for interpretation. We evaluate the proposed method using the StarCraft Multi Agent Challenge (SMAC) benchmark task, which shows that the method is able to derive high-level explanations of MADRL models at various levels of granularity.","Richland, SC",,9.78145E+12,,,"explainable artificial intelligence, explainable deep reinforcement learning, multi agent deep reinforcement learning","London, United Kingdom",,3,AAMAS '23
inproceedings,Explainable Multi Agent Path Finding,"Almagor, Shaull and Lahijanian, Morteza",2020,,Proceedings of the 19th International Conference on Autonomous Agents and MultiAgent Systems,,,34?€?42,International Foundation for Autonomous Agents and Multiagent Systems,,,"Multi Agent Path Finding (MAPF) is the problem of planning paths for agents to reach their targets from their start locations, such that the agents do not collide while executing the plan. In safety-critical systems, the plan is typically checked by a human supervisor, who decides on whether to allow its execution. In such cases, we wish to convince the human that the plan is indeed collision free.To this end, we propose an explanation scheme for MAPF, which bases explanations on simplicity of visual verification by human's cognitive process. The scheme decomposes a plan into segments such that within each segment, the paths of the agents are disjoint. Then, we can convince the supervisor that the plan is collision free using a small number of images (dubbed an explanation). In addition, we can measure the simplicity of a plan by the number of segments required for the decomposition. We study the complexity of algorithmic problems that arise by the explanation scheme, as well as the tradeoff between the length (makespan) of a plan and its minimal decomposition. We also provide experimental results of our scheme both in a continuous and in a discrete setting.","Richland, SC",,9.78145E+12,,,"explainability, mapf, motion planning, multi-agent systems, path finding, path planning","Auckland, New Zealand",,9,AAMAS '20
article,Co-Designing with Users the Explanations for a Proactive Auto-Response Messaging Agent,"Jain, Pranut and Farzan, Rosta and Lee, Adam J.",2023,Proc. ACM Hum.-Comput. Interact.,,7,MHCI,,Association for Computing Machinery,10.1145/3604248,https://doi.org/10.1145/3604248,"Explanations of AI Agents' actions are considered to be an important factor in improving users' trust in the decisions made by autonomous AI systems. However, as these autonomous systems evolve from reactive, i.e., acting on user input, to proactive, i.e., acting without requiring user intervention, there is a need to explore how the explanation for the actions of these agents should evolve. In this work, we explore the design of explanations through participatory design methods for a proactive auto-response messaging agent that can reduce perceived obligations and social pressure to respond quickly to incoming messages by providing unavailability-related context. We recruited 14 participants who worked in pairs during collaborative design sessions where they reasoned about the agent's design and actions. We qualitatively analyzed the data collected through these sessions and found that participants' reasoning about agent actions led them to speculate heavily on its design. These speculations significantly influenced participants' desire for explanations and the controls they sought to inform the agents' behavior. Our findings indicate a need to transform users' speculations into accurate mental models of agent design. Further, since the agent acts as a mediator in human-human communication, it is also necessary to account for social norms in its explanation design. Finally, user expertise in understanding their habits and behaviors allows the agent to learn from the user their preferences when justifying its actions.","New York, NY, USA",201,,,Sep-23,"co-design, explanations, messaging awareness, proactive agents",,,23,
inproceedings,Understanding the Weakness of Large Language Model Agents within a Complex Android Environment,"Xing, Mingzhe and Zhang, Rongkai and Xue, Hui and Chen, Qi and Yang, Fan and Xiao, Zhen",2024,,Proceedings of the 30th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,,,6061?€?6072,Association for Computing Machinery,10.1145/3637528.3671650,https://doi.org/10.1145/3637528.3671650,"Large language models (LLMs) have empowered intelligent agents to execute intricate tasks within domain-specific software such as browsers and games. However, when applied to general-purpose software systems like operating systems, LLM agents face three primary challenges. Firstly, the action space is vast and dynamic, posing difficulties for LLM agents to maintain an up-to-date understanding and deliver accurate responses. Secondly, real-world tasks often require inter-application cooperation, demanding farsighted planning from LLM agents. Thirdly, agents need to identify optimal solutions aligning with user constraints, such as security concerns and preferences. These challenges motivate AndroidArena, an environment and benchmark designed to evaluate LLM agents on a modern operating system. To address high-cost of manpower, we design a scalable and semi-automated method to construct the benchmark. In the task evaluation, AndroidArena incorporates accurate and adaptive metrics to address the issue of non-unique solutions. Our findings reveal that even state-of-the-art LLM agents struggle in cross-APP scenarios and adhering to specific constraints. Additionally, we identify a lack of four key capabilities, i.e. understanding, reasoning, exploration, and reflection, as primary reasons for the failure of LLM agents. Furthermore, we provide empirical analysis on the failure of reflection, and improve the success rate by 27% with our proposed exploration strategy. This work is the first to present valuable insights in understanding fine-grained weakness of LLM agents, and offers a path forward for future research in this area. Environment, benchmark, prompt, and evaluation code for AndroidArena are released at https://github.com/AndroidArenaAgent/AndroidArena.","New York, NY, USA",,9.7984E+12,,,"ai agent, large language model, task planning","Barcelona, Spain",,12,KDD '24
inproceedings,Understanding Design Preferences for Robots for Pain Management: A Co-Design Study,"Zhang, Feiran and Broz, Frank and Dertien, Edwin and Kousi, Nefeli and van Gurp, Jules A. M. and Ferrari, Oriana Isabella and Malagon, Ignacio and Barakova, Emilia I.",2022,,Proceedings of the 2022 ACM/IEEE International Conference on Human-Robot Interaction,,,1124?€?1129,IEEE Press,,,"There is growing interest in psychological interventions using socially assistive robots to mitigate distress and pain in the pediatric population. This work seeks to address the deficit in understanding of what features and functionality young children and their parents desire to help with pain management by using co-design, a common approach to exploring participants' imaginations and gathering design requirements. To close this gap, we carried out a co-design workshop involving seven families (with children aged between 4-6 and their parents) to understand their expectations and design preferences for a robot designed for pain management in children. Data were collected from surveys, video and audio recordings, interviews, and field notes. We present the robot prototypes constructed during the workshops and derive several preferences of the children (e.g., zoomorphic shape, distractors and emotional expressions as behaviors). Additionally, we report methodological insights regarding the involvement of young children and their parents in the co-design process. Based on the findings of this co-design study, we discuss personalization as a possible design concept for future child-robot interaction development.",,,,,,"child, child-robot interaction, co-design, pain management, parent, social robots","Sapporo, Hokkaido, Japan",,6,HRI '22
inproceedings,Interdisciplinary Explorations of Processes of Mutual Understanding in Interaction with Assistive Shopping Robots,"Yamazaki, Akiko and Krummheuer, Antonia Lina and Imai, Michita",2022,,Proceedings of the 2022 ACM/IEEE International Conference on Human-Robot Interaction,,,1293?€?1295,IEEE Press,,,"The main goal of this workshop is to establish awareness of the emerging field of socially assistive shopping robots in human-robot interaction (HRI) and, simultaneously, to foster interdisciplinary approaches that combine the development of social robots with a sequential and embodied perspective regarding mutual processes of understanding in shopping interactions with assistive robots.",,,,,,"assistance, conversation analysis, embodiment, ethnomethodology, hri, interaction, shopping, social robot, understanding","Sapporo, Hokkaido, Japan",,3,HRI '22
inproceedings,Anomaly Detection for Dynamic Human-Robot Assembly: Application of an LSTM-based Autoencoder to interpret uncertain human behavior in HRC,"Schirmer, Fabian and Kranz, Philipp and Schmitt, Jan and Kaupp, Tobias",2023,,Companion of the 2023 ACM/IEEE International Conference on Human-Robot Interaction,,,333?€?337,Association for Computing Machinery,10.1145/3568294.3580100,https://doi.org/10.1145/3568294.3580100,"Human-Robot Collaboration (HRC) requires humans and robots to work on the same product in the same work environment at the same time. Therefore, the robotic system needs to understand human behavior so it can assist the human appropriately. Since the human is an uncertain variable in this system, human action recognition is one of the key challenges when it comes to HRC. To address this problem, we developed an anomaly detection framework for the dynamic assembly of complex products. We used an Long-Short-Term-Memory (LSTM)-based autoencoder to detect anomalies in human behavior and post-process the output to categorize it as a green or red anomaly. A green anomaly represents a deviation from the intended order but a valid assembly sequence. A red anomaly represents an invalid sequence. In both cases, the worker is guided to complete the assembly process. We demonstrate our proposed framework using an appropriate industrial use case.","New York, NY, USA",,9.78145E+12,,,"dynamic assembly sequence, human action recognition, human robot collaboration, lstm-based autoencoder","Stockholm, Sweden",,5,HRI '23
inproceedings,pgeon applied to Overcooked-AI to explain agents' behaviour,"Tormos, Adrian and Gimenez-Abalos, Victor and V\'{a",2024,,Proceedings of the 23rd International Conference on Autonomous Agents and Multiagent Systems,,,2821?€?2823,International Foundation for Autonomous Agents and Multiagent Systems,,,"Policy Graphs (PGs) are a method for representing the behaviour of opaque agents by observing them in the environment and producing graphs where the state and action spaces are discretised into predicates. We present pgeon, a Python library that demonstrates the effectiveness of PGs in providing explanations for the behaviour of agents and we showcase it by applying it to a multi-agent cooperative environment: Overcooked-AI. This library illustrates how PGs can create transparent and explainable surrogate agents that closely mimic the behavior of the original agents. These features can help improving trust in environments where humans and AI systems collaborate by improving the explainability of all agents, even opaque or human.","Richland, SC",,9.7984E+12,,,"explainability, multi-agent systems, reinforcement learning","Auckland, New Zealand",,3,AAMAS '24
article,Explainable Embodied Agents Through Social Cues: A Review,Wallk\,2021,J. Hum.-Robot Interact.,,10,3,,Association for Computing Machinery,10.1145/3457188,https://doi.org/10.1145/3457188,"The issue of how to make embodied agents explainable has experienced a surge of interest over the past 3 years, and there are many terms that refer to this concept, such as transparency and legibility. One reason for this high variance in terminology is the unique array of social cues that embodied agents can access in contrast to that accessed by non-embodied agents. Another reason is that different authors use these terms in different ways. Hence, we review the existing literature on explainability and organize it by (1) providing an overview of existing definitions, (2) showing how explainability is implemented and how it exploits different social cues, and (3) showing how the impact of explainability is measured. Additionally, we present a list of open questions and challenges that highlight areas that require further investigation by the community. This provides the interested reader with an overview of the current state of the art.","New York, NY, USA",27,,,Sep-21,"Transparency, accountability, embodied social agents, explainability, explainable agency, expressive behavior, intelligibility, interpretability, legibility, predictability, robots",,,24,
inproceedings,Trust and Reliance in Consensus-Based Explanations from an Anti-Misinformation Agent,"Ueno, Takane and Kim, Yeongdae and Oura, Hiroki and Seaborn, Katie",2023,,Extended Abstracts of the 2023 CHI Conference on Human Factors in Computing Systems,,,,Association for Computing Machinery,10.1145/3544549.3585713,https://doi.org/10.1145/3544549.3585713,"The illusion of consensus occurs when people believe there is consensus across multiple sources, but the sources are the same and thus there is no","New York, NY, USA",296,9.78145E+12,,,"consensus, explainable AI, intelligent agent, misinformation, reliance, trust, user experience","Hamburg, Germany",,7,CHI EA '23
inproceedings,ELVIRA: An Explainable Agent for Value and Utility-Driven Multiuser Privacy,"Mosca, Francesca and Such, Jose M.",2021,,Proceedings of the 20th International Conference on Autonomous Agents and MultiAgent Systems,,,916?€?924,International Foundation for Autonomous Agents and Multiagent Systems,,,"Online social networks fail to support users to adequately share co-owned content, which leads to privacy violations. Scholars proposed collaborative mechanisms to support users, but they did not satisfy one or more requirements needed according to empirical evidence in this domain, such as explainability, role-agnosticism, adaptability, and being utility- and value-driven. We present ELVIRA, an agent that supports multiuser privacy, whose design meets all these requirements. By considering the sharing preferences and the moral values of users, ELVIRA identifies the optimal sharing policy. Furthermore, ELVIRA justifies the optimality of the solution through explanations based on argumentation. We prove via simulations that ELVIRA provides solutions with the best trade-off between individual utility and value adherence. We also show through a user study that ELVIRA suggests solutions that are more acceptable than existing approaches and that its explanations are also more satisfactory.","Richland, SC",,9.78145E+12,,,"explainable agents, human-agent interaction, multiuser privacy, practical reasoning, value-based agents","Virtual Event, United Kingdom",,9,AAMAS '21
inproceedings,,"Hou, Yuki and Tamoto, Haruki and Miyashita, Homei",2024,,Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,,,,Association for Computing Machinery,10.1145/3613905.3650839,https://doi.org/10.1145/3613905.3650839,"In this study, we propose a novel human-like memory architecture designed for enhancing the cognitive abilities of large language model (LLM)-based dialogue agents. Our proposed architecture enables agents to autonomously recall memories necessary for response generation, effectively addressing a limitation in the temporal cognition of LLMs. We adopt the human memory cue recall as a trigger for accurate and efficient memory recall. Moreover, we developed a mathematical model that dynamically quantifies memory consolidation, considering factors such as contextual relevance, elapsed time, and recall frequency. The agent stores memories retrieved from the user?€?s interaction history in a database that encapsulates each memory?€?s content and temporal context. Thus, this strategic storage allows agents to recall specific memories and understand their significance to the user in a temporal context, similar to how humans recognize and recall past experiences.","New York, NY, USA",7,9.7984E+12,,,"Intelligent Agents, Large Language Models, Memory Retrieval Models, User Experience, User Interface","Honolulu, HI, USA",,7,CHI EA '24
article,Integrity-based Explanations for Fostering Appropriate Trust in AI Agents,"Mehrotra, Siddharth and Jorge, Carolina Centeio and Jonker, Catholijn M. and Tielman, Myrthe L.",2024,ACM Trans. Interact. Intell. Syst.,,14,1,,Association for Computing Machinery,10.1145/3610578,https://doi.org/10.1145/3610578,"Appropriate trust is an important component of the interaction between people and AI systems, in that ?€?inappropriate?€? trust can cause disuse, misuse, or abuse of AI. To foster appropriate trust in AI, we need to understand how AI systems can elicit appropriate levels of trust from their users. Out of the aspects that influence trust, this article focuses on the effect of showing integrity. In particular, this article presents a study of how different integrity-based explanations made by an AI agent affect the appropriateness of trust of a human in that agent. To explore this, (1) we provide a formal definition to measure appropriate trust, (2) present a between-subject user study with 160 participants who collaborated with an AI agent in such a task. In the study, the AI agent assisted its human partner in estimating calories on a food plate by expressing its integrity through explanations focusing on either honesty, transparency, or fairness. Our results show that (a) an agent who displays its integrity by being explicit about potential biases in data or algorithms achieved appropriate trust more often compared to being honest about capability or transparent about the decision-making process, and (b) subjective trust builds up and recovers better with honesty-like integrity explanations. Our results contribute to the design of agent-based AI systems that guide humans to appropriately trust them, a formal method to measure appropriate trust, and how to support humans in calibrating their trust in AI.","New York, NY, USA",4,,2160-6455,Mar-24,"HCI, intelligent agents, artificial agents, fairness, transparency, honesty, explanations, trust, appropriate trust, Integrity",,,36,
article,"Inform, Explain, or Control: Techniques to Adjust End-User Performance Expectations for a Conversational Agent Facilitating Group Chat Discussions","Do, Hyo Jin and Kong, Ha-Kyung and Tetali, Pooja and Karahalios, Karrie and Bailey, Brian P.",2023,Proc. ACM Hum.-Comput. Interact.,,7,CSCW2,,Association for Computing Machinery,10.1145/3610192,https://doi.org/10.1145/3610192,"A conversational agent (CA) effectively facilitates online group discussions at scale. However, users may have expectations about how well the CA would perform that do not match with the actual performance, compromising technology acceptance. We built a facilitator CA that detects a member who has low contribution during a synchronous group chat discussion and asks the person to participate more. We designed three techniques to set end-user expectations about how accurately the CA identifies an under-contributing member: 1)information: explicitly communicating the accuracy of the detection algorithm, 2)explanation: providing an overview of the algorithm and the data used for the detection, and 3)adjustment: enabling users to gain a feeling of control over the algorithm. We conducted an online experiment with 163 crowdworkers in which each group completed a collaborative decision-making task and experienced one of the techniques. Through surveys and interviews, we found that the explanation technique was the most effective strategy overall as it reduced user embarrassment, increased the perceived intelligence of the CA, and helped users better understand the detection algorithm. In contrast, the information technique reduced members' contributions and the adjustment technique led to a more negative perceived discussion experience. We also discovered that the interactions with other team members diluted the effects of the techniques on users' performance expectations and acceptance of the CA. We discuss implications for better designing expectation-setting techniques for AI-team collaboration such as ways to improve collaborative decision outcomes and quality of contributions.","New York, NY, USA",343,,,Oct-23,"collaborative decision-making task, conversational agent, facilitator, group chat discussion, participation balance, user acceptance of the agent",,,26,
article,Understanding the Performance of AI Algorithms in Text-Based Emotion Detection for Conversational Agents,"Kusal, Sheetal D. and Patil, Shruti G. and Choudrie, Jyoti and Kotecha, Ketan V.",2024,ACM Trans. Asian Low-Resour. Lang. Inf. Process.,,23,8,,Association for Computing Machinery,10.1145/3643133,https://doi.org/10.1145/3643133,"Current industry trends demand automation in every aspect, where machines could replace humans. Recent advancements in conversational agents have grabbed a lot of attention from industries, markets, and businesses. Building conversational agents that exhibit human communication characteristics is a need in today's marketplace. Thus, by accumulating emotions, we can build emotionally aware conversational agents. Emotion detection in text-based dialogues has turned into a pivotal component of conversational agents, enhancing their ability to understand and respond to users?€? emotional states. This article extensively compares various artificial intelligence techniques adapted to text-based emotion detection for conversational agents. The study covers a wide range of methods, from machine learning models to cutting-edge pre-trained models and deep learning models. We evaluate the performance of these techniques on the benchmark unbalanced Topical-Chat and balanced Empathetic Dialogue datasets. This article offers an overview of the practical implications of emotion detection techniques in conversational systems and their impact on user response. The outcomes of this work contribute to the ongoing development of empathetic conversational agents, emphasizing natural human-machine interactions.","New York, NY, USA",121,,2375-4699,Aug-24,"Artificial intelligence, natural language processing, machine learning, deep learning, text-based emotion detection, pre-trained models",,,26,
inproceedings,Automatic CDT Scoring Using Machine Learning with Interpretable Feature,"Chen, Bo-Lin and Hu, Kuan-Ting and Cheng, Kuo-Sheng and Chen, Chien-Yu",2024,,"Proceedings of the 2024 14th International Conference on Bioscience, Biochemistry and Bioinformatics",,,55?€?59,Association for Computing Machinery,10.1145/3640900.3640910,https://doi.org/10.1145/3640900.3640910,"The Clock Drawing Test (CDT) is a widely used cognitive assessment tool in clinical practice. However, it requires a trained neuropsychologist to evaluate the drawings, and the scoring process may be subjective due to the experience of the neuropsychologist. In this paper, we propose a novel automatic CDT scoring method based on interpretable features using machine learning. First, we use image processing techniques to extract features associated with the scoring guideline. Then, we combine these features as an input vector for training the machine learning classifier. Our experimental results demonstrate that our method achieves an accuracy of 82%, which is superior to that of deep learning methods.","New York, NY, USA",,9.7984E+12,,,,"Kyoto, Japan",,5,ICBBB '24
inproceedings,"Understanding User Perceptions of Robot's Delay, Voice Quality-Speed Trade-off and GUI during Conversation","Peng, Zhenhui and Mo, Kaixiang and Zhu, Xiaogang and Chen, Junlin and Chen, Zhijun and Xu, Qian and Ma, Xiaojuan",2020,,Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems,,,1?€?8,Association for Computing Machinery,10.1145/3334480.3382792,https://doi.org/10.1145/3334480.3382792,"Conversational robots face the practical challenge of providing timely responses to ensure smooth interactions with users. Thus, those who design and implement robots will need to understand how different levels of delay in response may affect users' satisfaction with the conversation, how to balance the trade-off between a robot's quality of voice and response time, and how to design strategies to mitigate possible negative effects of a long delay. Via an online video-prototype study on a service robot with 94 Chinese participants, we find that users could tolerate up to 4s delay but their satisfaction drops at the 8s delay during both information-retrieval conversations and chitchats. We gain an in-depth understanding of users' preference for the trade-off between the voice quality and the response speed, as well as their opinions on possible robot graphic user interface (GUI) design to alleviate negative user experience with response latency.","New York, NY, USA",,9.78145E+12,,,"delay, graphic user interface, human-robot interaction, speech synthesis, voice","Honolulu, HI, USA",,8,CHI EA '20
inproceedings,Evaluating a Mechanism for Explaining BDI Agent Behaviour,"Winikoff, Michael and Sidorenko, Galina",2023,,Proceedings of the 2023 International Conference on Autonomous Agents and Multiagent Systems,,,2283?€?2285,International Foundation for Autonomous Agents and Multiagent Systems,,,"We conducted a survey to evaluate a previously proposed mechanism for explaining Belief-Desire-Intention (BDI) agents using folk psychological concepts (belief, desires, and valuings). We also consider the relationship between trust in the specific autonomous system, and general trust in technology. We find that explanations that include valuings are particularly likely to be preferred by the study participants. We also found evidence that single-factor explanations, as used in some previous work, are too short.","Richland, SC",,9.78145E+12,,,"belief-desire-intention (bdi), explainable agency, explanation","London, United Kingdom",,3,AAMAS '23
inproceedings,An EEG-based Automatic Classification Model for Epilepsy with Explainable Artificial Intelligence,"Wei, Lan and Mooney, Catherine",2024,,Proceedings of the 2024 14th International Conference on Biomedical Engineering and Technology,,,44?€?50,Association for Computing Machinery,10.1145/3678935.3678943,https://doi.org/10.1145/3678935.3678943,"Effective monitoring of patients?€? conditions is crucial in medical practice. Machine learning methods hold promise for automating disease detection, including epilepsy. However, the opacity of these black-box models presents significant challenges. In this study, we propose a LightGBM-based automatic classification model for epilepsy trained using TUH EEG data. Ten channels were employed, and 22 features from both the time and frequency domains were estimated from each channel. The model can distinguish between normal EEG, focal epilepsy, and generalised epilepsy. We trained the model on a dataset comprising 600 adult EEG records. Five-fold cross-validation yielded a mean accuracy of 89.46% and a mean F1 score of 0.8907 on the training set. To assess the model?€?s generalization performance, we independently tested it on 456 EEGs, achieving an accuracy of 71.49% and a weighted F1-score of 0.7386. Furthermore, we employed permutation feature importance, SHAP and LIME, to provide explanations for the model?€?s decisions. This model has the potential to gain the trust of clinicians and facilitate its adoption in clinical settings.","New York, NY, USA",,9.7984E+12,,,"EEG, Epilepsy, Explainable AI, Machine Learning","Seoul, Republic of Korea",,7,ICBET '24
inproceedings,On the Influence of Autonomy and Transparency on Blame and Credit in Flawed Human-Robot Collaboration,"Arntz, Alexander and Eimler, Sabrina C. and Stra\ss{",2021,,Companion of the 2021 ACM/IEEE International Conference on Human-Robot Interaction,,,377?€?381,Association for Computing Machinery,10.1145/3434074.3447196,https://doi.org/10.1145/3434074.3447196,"The collaboration between humans and autonomous AI-driven robots in industrial contexts is a promising vision that will have an impact on the sociotechnical system. Taking research from the field of human teamwork as guiding principles as well as results from human robot collaboration studies this study addresses open questions regarding the design and impact of communicative transparency and behavioral autonomy in a human robot collaboration. In an experimental approach, we tested whether an AI-narrative and communication panels of a robot-arm trigger the attribution of more human like traits and expectations going along with a changed attribution of blame and failure in a flawed collaboration.","New York, NY, USA",,9.78145E+12,,,"perception of intelligence, online study, human-robot collaboration, attribution of blame","Boulder, CO, USA",,5,HRI '21 Companion
inproceedings,"Capturing the Trends, Applications, Issues, and Potential Strategies of Designing Transparent AI Agents","Sun, Lingyun and Li, Zhuoshu and Zhang, Yuyang and Liu, Yanzhen and Lou, Shanghua and Zhou, Zhibin",2021,,Extended Abstracts of the 2021 CHI Conference on Human Factors in Computing Systems,,,,Association for Computing Machinery,10.1145/3411763.3451819,https://doi.org/10.1145/3411763.3451819,"With the increasing prevalence of Artificial Intelligence (AI) agents, the transparency of agents becomes vital in addressing the interaction issues (e.g., explainability and trust). The existing body of research provides valuable theoretical and practical studies in this field. However, determining the transparency of AI agents requires the systematic consideration of the application categories and automation level, which is hardly considered by the prior literature. We thus apply the bibliometric analysis to gain insights from the published literature. Our work outlines the trend of how the number of studies about AI agent transparency increased over the years. We also identify the major application topics and issues in designing transparent AI agents. Furthermore, we categorize the identified applications according to the specific dimensions (risk and timeliness) and put forward potential strategies for designing different agents. Besides, we suggest the possible transparency degree corresponding to the automation level.","New York, NY, USA",346,9.78145E+12,,,"AI, Transparency, Transparent agent, Trend","Yokohama, Japan",,8,CHI EA '21
